Destination,District,Timespan,Review
Weligama Beach (surf spot),Matara,5 years ago,located east bay beach located fishing town broad beautiful bay fine golden beach may beach attractive feature bay
Weligama Beach (surf spot),Matara,6 months ago,place best surfing take rent surfing boat situated around beautiful place
Weligama Beach (surf spot),Matara,5 years ago,best beaches south sri lanka comparison
Weligama Beach (surf spot),Matara,a year ago,great place surfers people learn surf swim find guide every meter kind well trained
Weligama Beach (surf spot),Matara,2 years ago,unplug regular city life welcome world south column everything pretty calm peaceful ideal place city people would like borrow time
Weligama Beach (surf spot),Matara,3 years ago,nice relaxing beach great surfers get surf feeling
Weligama Beach (surf spot),Matara,2 years ago,one liveliest beaches far post bovid plus reach foot
Weligama Beach (surf spot),Matara,a year ago,major tourist attraction southern sri lanka
Weligama Beach (surf spot),Matara,3 years ago,beautiful beach best one surfing
Weligama Beach (surf spot),Matara,6 months ago,best place learn surf nice long beach line decent swell
Weligama Beach (surf spot),Matara,4 years ago,black beach large river small beach water dirty sri lanka one horrible beaches
Weligama Beach (surf spot),Matara,6 months ago,good waves beginners intermediate surfer beach water stinks garbage water go better one
Weligama Beach (surf spot),Matara,10 months ago,world best surfing beach beginners beautiful beach super hotels
Weligama Beach (surf spot),Matara,4 years ago,superb place surfing beach view lot food joints beach  facing roadside budget hotels five star hotels one birds view beach 
Weligama Beach (surf spot),Matara,4 years ago,deep walk ocean safe rooms available landside
Weligama Beach (surf spot),Matara,6 months ago,great place surfers people learn surf
Weligama Beach (surf spot),Matara,3 years ago,touristy cool little beach learn surf dip water quite comfortable food options saw along beach however pretty unsurprisingly overpriced eating
Weligama Beach (surf spot),Matara,a year ago,beach sri lanka famous beach
Weligama Beach (surf spot),Matara,2 years ago,known ideal place beginner surfers beach offers ample space soak frolic refreshing waters shallow bay taking shape provides gentle waters makes safe
Weligama Beach (surf spot),Matara,3 years ago,great beach lot surfers
Weligama Beach (surf spot),Matara,2 years ago,one beautiful bay sri lanka deep sea good surfing interested surfing walk sea inside sea waves
Weligama Beach (surf spot),Matara,3 years ago,really good place surfing stones water good also surfers learn many people beach good relax sometimes lot surfers
Weligama Beach (surf spot),Matara,6 months ago,good place surfing sea bath sea shallow unto around distance shore depth less aft monsoon rain season sea get extremely rough surfing board rental places surfing trainers available
Weligama Beach (surf spot),Matara,a year ago,nice place take boats pictures
Weligama Beach (surf spot),Matara,6 months ago,beach popular surfing
Weligama Beach (surf spot),Matara,5 years ago,beach several sure smooth sand beginner surface certainly surroundings married hotel waves day long early morning late night least certainly march full surfers
Weligama Beach (surf spot),Matara,3 years ago,beach offers relaxing tourist beach near harbor beached fishing boats saw people surfing bathing none stick fisherman hours thought similar little easier access
Weligama Beach (surf spot),Matara,6 months ago,beautiful place natural view location staff food service
Weligama Beach (surf spot),Matara,3 years ago,perfect place serving chill normal price rent serf rupees
Weligama Beach (surf spot),Matara,5 years ago,best place learn surf waves surf beginners many local surfing along beach surf board rental available everywhere beach
Weligama Beach (surf spot),Matara,8 months ago,good surfing beach safe swimming beechwood learning surfing swimming
Weligama Beach (surf spot),Matara,2 months ago,nice
Weligama Beach (surf spot),Matara,4 years ago,one greatest beach sri lanka much activities sports including water sports et stayed bay married hotel situated right front beach sea bath scuba dive around beach specially evening may see beautiful miraculous sky
Weligama Beach (surf spot),Matara,6 months ago,live life get every pleasure life definitely come
Weligama Beach (surf spot),Matara,2 years ago,great place surfing relaxing find good food corners along beach road
Weligama Beach (surf spot),Matara,4 years ago,small town south lovely beach clean white sand beach constant beautiful bay yet attractive bays feature island offshore virtually invisible
Weligama Beach (surf spot),Matara,6 months ago,calm beach awesome view
Weligama Beach (surf spot),Matara,3 years ago,nice beach area lot surf shops cheap boards
Weligama Beach (surf spot),Matara,2 years ago,good wave nice view
Weligama Beach (surf spot),Matara,3 years ago,awesome place spend free time u also surfing
Weligama Beach (surf spot),Matara,a year ago,one best places surfing
Weligama Beach (surf spot),Matara,6 months ago,beach popular
Weligama Beach (surf spot),Matara,3 years ago,nice beach
Weligama Beach (surf spot),Matara,4 years ago,perfect place surf lots surfing free places
Weligama Beach (surf spot),Matara,4 years ago,one best beaches learn surfing
Weligama Beach (surf spot),Matara,3 years ago,good surfing nice beach
Weligama Beach (surf spot),Matara,6 months ago,beautiful beach
Weligama Beach (surf spot),Matara,5 years ago,beach beautiful facilities
Weligama Beach (surf spot),Matara,3 years ago,beautiful little spot undeveloped retains cultural feel get blows
Weligama Beach (surf spot),Matara,a year ago,one best place catch beautiful
Weligama Beach (surf spot),Matara,6 months ago,awesome good service
Weligama Beach (surf spot),Matara,a year ago,cool beach
Weligama Beach (surf spot),Matara,5 months ago,good service
Weligama Beach (surf spot),Matara,6 months ago,great place great
Weligama Beach (surf spot),Matara,6 months ago,love  sea
Weligama Beach (surf spot),Matara,3 years ago,flat surf beginners
Weligama Beach (surf spot),Matara,3 years ago,lovely chilling beach attracted locals visitors
Weligama Beach (surf spot),Matara,3 years ago,nice beach learn surfing
Weligama Beach (surf spot),Matara,5 years ago,nice surf chill
Weligama Beach (surf spot),Matara,3 years ago,best place surfing
Weligama Beach (surf spot),Matara,3 years ago,best surfing location south
Weligama Beach (surf spot),Matara,4 years ago,best sandy beach
Weligama Beach (surf spot),Matara,6 months ago,best love visit place
Weligama Beach (surf spot),Matara,4 years ago,nice place surfing
Weligama Beach (surf spot),Matara,6 months ago,beach good
Weligama Beach (surf spot),Matara,3 years ago,great beach evenings
Weligama Beach (surf spot),Matara,2 years ago,sand flies
Weligama Beach (surf spot),Matara,3 years ago,beach  surf lesson beach restaurant
Weligama Beach (surf spot),Matara,6 months ago,nice
Weligama Beach (surf spot),Matara,6 months ago,awesome beach
Weligama Beach (surf spot),Matara,5 years ago,nice place times get crowded
Weligama Beach (surf spot),Matara,6 months ago,great stay
Weligama Beach (surf spot),Matara,3 years ago,lovely place ages
Weligama Beach (surf spot),Matara,4 years ago,beautiful beach nice
Weligama Beach (surf spot),Matara,4 years ago,beach famous surfing beach south beach
Weligama Beach (surf spot),Matara,6 months ago,good experience
Weligama Beach (surf spot),Matara,3 years ago,friendly people
Weligama Beach (surf spot),Matara,3 years ago,calm beautiful
Weligama Beach (surf spot),Matara,5 years ago,happy nice
Weligama Beach (surf spot),Matara,3 years ago,beautiful beach
Weligama Beach (surf spot),Matara,6 months ago,awesome place
Weligama Beach (surf spot),Matara,6 months ago,good place
Weligama Beach (surf spot),Matara,5 years ago,good
Weligama Beach (surf spot),Matara,a year ago,beautiful
Weligama Beach (surf spot),Matara,3 years ago,beautiful place
Weligama Beach (surf spot),Matara,3 years ago,lovely place
Weligama Beach (surf spot),Matara,4 years ago,loved
Weligama Beach (surf spot),Matara,9 months ago,relaxation
Weligama Beach (surf spot),Matara,2 years ago,good
Weligama Beach (surf spot),Matara,9 months ago,place sports intense famous beach always busy active recommend surfing suitable swimming due waves constantly active sea fishermen around hotels nearby
Weligama Beach (surf spot),Matara,3 years ago,acceptable prices budget tourist person count money many hotels many cares beach every taste fish market clothing town
Weligama Beach (surf spot),Matara,3 years ago,beach good sand width long completely occupied surfers place swimming cares walk look ocean yes cool nothing
Weligama Beach (surf spot),Matara,a month ago,beach start surfing lot also take bath sand bottom
Weligama Beach (surf spot),Matara,3 years ago,love best waves beginner surfers lot guys look little scary hip try customers meet sea catch tell see dogs
Weligama Beach (surf spot),Matara,3 years ago,great beach wide rent board rupiah per hour waves best beginners beaches nice service staff tasty cheap food great cocktails fresh juices
Weligama Beach (surf spot),Matara,3 years ago,good beach first steps world surfing along beach full rental boards lessons provided free charge hour renting board rupees could doesn't find lower one half hours
Weligama Beach (surf spot),Matara,9 months ago,learn surf swimming particularly possible whole coast surfers
Weligama Beach (surf spot),Matara,4 years ago,great place surfing especially beginners ride good forecast waves evening restaurants shore offer dinner fresh seafood price average local
Weligama Beach (surf spot),Matara,a year ago,nice city beach ideal place surfing
Weligama Beach (surf spot),Matara,2 years ago,cheap rental boards waves relatively strong place ideal beginners sometimes ocean dirty love place
Weligama Beach (surf spot),Matara,a year ago,surfers beginners sri special atmosphere believe visit sure watch ocean tired shore board remains heart forever
Weligama Beach (surf spot),Matara,3 years ago,super beach good surf instructor
Weligama Beach (surf spot),Matara,3 years ago,lot people surf bit annoying water waves also quite small makes attractive complete beginners boards cheap per hour often plastic feet water
Weligama Beach (surf spot),Matara,a year ago,beach waves big whole beach washed suitable surfing disappointment
Weligama Beach (surf spot),Matara,3 years ago,nice beach  right next major road smells like garbage beach full dirt nothing recommend visiting
Weligama Beach (surf spot),Matara,3 years ago,good beach learning surf beach board rental rupees training rupees good waves clean sand
Weligama Beach (surf spot),Matara,11 months ago,best beach learn surfing hope return
Weligama Beach (surf spot),Matara,4 years ago,start learning surf time year
Weligama Beach (surf spot),Matara,3 years ago,great surf spot beginners board rental rupees per hour
Weligama Beach (surf spot),Matara,3 years ago,beautiful clean
Weligama Beach (surf spot),Matara,a month ago,good surfing
Weligama Beach (surf spot),Matara,3 years ago,great place surfers lot learning surf option swim absolutely
Weligama Beach (surf spot),Matara,3 years ago,good beautiful place learn surf
Weligama Beach (surf spot),Matara,3 years ago,surfers prices weather
Weligama Beach (surf spot),Matara,3 years ago,good prices boards sandy bottom without reefs lot people water
Weligama Beach (surf spot),Matara,a year ago,like waves go
Weligama Beach (surf spot),Matara,3 years ago,beach good
Weligama Beach (surf spot),Matara,6 months ago,read
Weligama Beach (surf spot),Matara,a year ago,perfect learning surf
Weligama Beach (surf spot),Matara,11 months ago,great place surfing
Weligama Beach (surf spot),Matara,3 years ago,cool place surf
Weligama Beach (surf spot),Matara,3 years ago,great beginner surfers
Weligama Beach (surf spot),Matara,4 years ago,great place surfing
Weligama Beach (surf spot),Matara,a year ago,sand fun
Weligama Beach (surf spot),Matara,5 years ago,surfers
Wewurukannala Buduraja Maha Viharaya,Matara,a week ago,sacred temple south sri lanka significant statue go top statue see relics hell depicts sinful life death old clock interesting mechanism must visit place always crowded
Wewurukannala Buduraja Maha Viharaya,Matara,2 months ago,worth visit see murals sculptures graphic guides around recommend taking better art work worth tipping end tipped three
Wewurukannala Buduraja Maha Viharaya,Matara,2 months ago,temple dominated image seated high largest statue sri lanka dates back time king
Wewurukannala Buduraja Maha Viharaya,Matara,a month ago,nice inspiring temple need free elephant immediately animal welfare sake elephant standing chain
Wewurukannala Buduraja Maha Viharaya,Matara,3 months ago,popular buddhist temple statue lord spend hours parking area available free charge
Wewurukannala Buduraja Maha Viharaya,Matara,10 months ago,must visit destination enormous cultural valuate statue adds beauty peace surrounding tallest seated statue sri lanai 's outer coating
Wewurukannala Buduraja Maha Viharaya,Matara,2 months ago,doesn't like holy places become place earning money location vibe lots people doesn't force donations money help
Wewurukannala Buduraja Maha Viharaya,Matara,a week ago,mama temple years history behind number beautiful lord statues inside temple peaceful relaxing around temple must visit place may noble triple gem bless thank
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,place peaceful clam mind need developed et since tourists also visiting place water inside bathroom big dirty
Wewurukannala Buduraja Maha Viharaya,Matara,4 months ago,temple beautiful however people left collect aid everywhere
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,go see buddhist hell wife two grandchildren visited buddhist temple morning hours remember temple famous feet tall
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,place pretty sweet well really intricate wall paintings cost us rupees per person enter tourist also statue cool also hallway section
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,nice place went mother first visit temple mother last visited temple day saw statue reins today able get
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,nice small place want asked money times parking flowers blessings tickets oops doesn't bring wallet time
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful place go top view surrounding adjoining temples also beautiful
Wewurukannala Buduraja Maha Viharaya,Matara,4 months ago,one beautiful place south visit
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,beautiful place big seated statue eighth temple years old every buddhist must visit
Wewurukannala Buduraja Maha Viharaya,Matara,a month ago,temple relaxing
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,buddhist place visit way via mature famous statue large clock wall paints statues resting halls available groups
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,driving temple husband asked look sky trees front first time saw beautiful buddhist statue shocked see giant buddhist statue calm face eagerly
Wewurukannala Buduraja Maha Viharaya,Matara,4 weeks ago,well known temple south one thing must write need go pay even pay clean
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,beautiful place see worship see old clock clean collecting funds doesn't clean buddhist statue
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,miles east mature town one buddhist temples sri lanka temple dominated image seated high largest statue
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,miles east mature town one buddhist temples sri lanka temple dominated image seated high largest statue
Wewurukannala Buduraja Maha Viharaya,Matara,9 months ago,relaxing temple visit lot things look
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,temple south sri lanka great statue lord plenty skillfully made statues frescoes inside temple building evening sit near buddhist tree join warm worship
Wewurukannala Buduraja Maha Viharaya,Matara,2 months ago,one best temple sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,9 months ago,century temple largest seated statue sri lanka also working condition sri lanka made clock
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,beautiful temple hell consists statues good statue stupa creations temple  famous tourists
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,important historical place tourist attraction sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,3 months ago,easy find near railway station
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,beautiful temple nice people elephant chained sad doesn't
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,even though raja mama seems like maintenance done recently tourist place doesn't go trips picnics temple buddhist people
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,nice calm place visit buddhist temple beautiful arts paintings
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,sacred buddhist temple southern province must visit location area large stupa
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,largest statue sri lanka beautiful old colonial design temple beautiful paintings buddhist story interesting place visit hell made big status wall paintings
Wewurukannala Buduraja Maha Viharaya,Matara,4 months ago,beautiful temple definitely worth visit lovely tour around knowledgeable guide
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,beautiful temple situated safe area themed popular song camera
Wewurukannala Buduraja Maha Viharaya,Matara,2 weeks ago,beautiful place someone went charge friend inside doesn't get also scary
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,giant statue constructed impressive large clock built local craftsman called w ears de silva purchased monk donated temple clock working even today rings time temple
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,went temple paid rupees saw beautiful elephant chained swaying back forth could doesn't even move around front back legs chained slab broke heart doesn't take
Wewurukannala Buduraja Maha Viharaya,Matara,3 months ago,arts also closed best experience go close parking available temple
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,miles east mature town one buddhist temples sri lanka temple dominated image seated high largest statue
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,famous buddhist temple sri lanka see hell big statue see old drawings arts parking available
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,prepare lot small money going place insist getting donations every single glance exhibition except tickets gave money times elephant chained severely doesn't treat wild animals like
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,temple full beautiful made big business asking money corner temple keeping elephant chained even move half meters tourist take pics please support
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,worth visit cant help feeling visiting buddhist temples slightly tourist trail cultural heritage sights et need preservation
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,historical old temple mature district statue doesn't think much historical value like temple
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,great temple paintings related therein old clock
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,great statue doesn't pushy flower tickets enter everywhere
Wewurukannala Buduraja Maha Viharaya,Matara,10 months ago,beautiful temple near town
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,old temple beautiful story big
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,buddhist tallest statue south oldest mechanical watch music
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,temple situated around away tall seated statue could climb top situated behind must visit place valuable items like biggest clock sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,temple dominated image seated high largest statue sri lanka dates back time king temple three parts oldest years old
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,visited university vacations temple great historic value good experience
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful temple located highly recommended visit temple
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,miles east mature town one buddhist temple
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,temple foot tall statue lord temple
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,valuable place buddhist painting one time built temple
Wewurukannala Buduraja Maha Viharaya,Matara,a month ago,must visit place near
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,horrible temple awful bloody scenes statutes representing hell long shocked thus buddhist statue impressive
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,one best historic temple visit go underground visit kasha paintings action statues well
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,nice place crowded soya days also go top statue
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,beautiful temple must visited place south sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,buddhist place  first established situated sri lanka oldest clock also
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,must visit destination enormous cultural value temple famous giant statue dates back late century buildings sculptures taka paintings
Wewurukannala Buduraja Maha Viharaya,Matara,9 months ago,love hell largest sri lanka complaint people selling tickets actually found used googly translator asked ticket went mandatory
Wewurukannala Buduraja Maha Viharaya,Matara,10 months ago,must visit tourist destination enormous buddies cultural value
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful place recommend everyone see
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,temple
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,one beautiful statue sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,popular temple mature district crowded good place relax mind
Wewurukannala Buduraja Maha Viharaya,Matara,9 months ago,canary keep poor bull elephant chained hot man keeping whipping elephants back legs chain make move elephant obviously even elephant tried get
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,great place southern province attractive temple
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,place pilgrimage many place close town people come directions temple inside beautiful paintings large clock place visit least
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,place nice visit would give stars two things doesn't like get okay
Wewurukannala Buduraja Maha Viharaya,Matara,9 months ago,miles east mature town one buddhist temples sri lanka temple dominated image seated high largest statue
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,old temple famous painting included biggest clock
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,beautiful place calm away must visit
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,another great temple lord statue seated statue tallage temple town  mascara 
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,go support harming innocent animal people sir lanka allow accept chained elephant horrible disgusting
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,one valuable great historical place sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,good historical calm place situated sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,nice historic place papaya
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,learn things life
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,calm place bin drop pet plastic bottle please dispose pet waste bin
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,good place years history
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,one largest statues sri lanka place every tourist must visit beautiful hand painted pictures statues demonstrate hell papaya crowded due economic crisis sri lanka please maintain beauty sri lanka temples whenever visit
Wewurukannala Buduraja Maha Viharaya,Matara,5 months ago,temple
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,nice temple doesn't pay entrance fee lot history visited place local friend told temple next quite lot
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,entrance cost per person nice place visit somewhere near place
Wewurukannala Buduraja Maha Viharaya,Matara,a month ago,doesn't matter best shape
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,temple need properly maintaining historical place
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,mama buddhist temple situated temple towered large statue lord seated position statue one largest statues sri lanka
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,years later according earliest reviews elephant chained back maybe people visit hell hall temple
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,disappointing thing money saw big elephant temple stood chained legs could move inch
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,old temple great historic value famous giant statue stands high area also sculptures depicting faced hell gives images description
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,beautiful place temple wooden clock
Wewurukannala Buduraja Maha Viharaya,Matara,8 months ago,looks going people place asking money temple fund given get mad
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,really disappointed place first try get money part temple saw elephant chained could doesn't move properly
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,temple elephant mistreated elephant chained front back leg clearly swaying back forth horrible
Wewurukannala Buduraja Maha Viharaya,Matara,6 months ago,beautiful procession
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,pay attention temple incredible artworks statues need urgent
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,one historical temples find south
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,famous nudist temple sri lanka famous high samadhi statue built road special buddy statue painted one used one inches size site porcelain tile world oldest bid working clock also
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,treating beautiful animal elephant like secret place horrible saw elephant road leg one chain sad humans poor animals money
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,sort watch working properly largest watch aria
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,ideal place visit get doesn't whole life historical traditional place south
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,nice place visit house biggest one ever
Wewurukannala Buduraja Maha Viharaya,Matara,7 months ago,interesting statues place worth visiting la entrance fee
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,interesting place showing heaven hell climb buddhist beware dogs entrance busy visited dogs like owned place pack guarding main entrance
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,full name temple raja mama sri banians one sacred places temple always full believers come pray see biggest statue
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,huge statue buddhist beautiful
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,ancient temple statue buddhist
Wewurukannala Buduraja Maha Viharaya,Matara,4 months ago,ground cave place like
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,popular templet things see statute lord
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,one local tourist attracted place located southern city sri lanka called buddhist statue depicts evil world connects buddhist literature visitors watch one old analog clocks country well
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,calm beautiful place meditate
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,great temple visit take back buddhist picture story way sadly best condition furthermore temple different sections one handcrafted
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,buddhist really hurts see state temple half places inside collecting donations temple looks doesn't renovated old paintings faded even vandalized structures need immense nothing seems done
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,temple mature
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,buddhist temple would expect see animals treated correctly elephant underfed shackled world acceptable depressing dogs wandering around shooed away ribs exposed beautiful temple worth visit seriously outdated way treatment animals
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,great temple could even look inside head
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,one best local destinations sri lanka consists biggest clock  working visit august many
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,doesn't go doesn't want money go animal torture beautiful temple much crowded tourists
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,place every buddhist visit statues also hell created giant clock situated
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,place paying admission fee five different places see every place saying person received exactly response small please
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,doesn't recommend visiting temple charge rupees keep elegant back chained obviously imprisonment nobody support kind animal
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,historical temple  famous underground arts tall buddhist statue biggest working clock small fee access places
Wewurukannala Buduraja Maha Viharaya,Matara,6 years ago,beautiful old temple complex entrance free spend hours calm quite visiting morning evening night midnight recommended
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,famous great statue case climb top statue opened paints early lives inner walls statue like comics
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,place famous big statue big clock recommend people know activities takes us heaven hell
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,place buddhist temple lot people coming worship
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,buddhist temple tallest seated buddhist statue sri lanka step several floors paintings old big clock observed working
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,historical buddhist temple located southern province sri lanka sad say heritage destroying day  generation collect money nothing improve yet
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,beautiful temple giant statue lots stories paintings watch including hell sri lanka biggest mechanical clock
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,doesn't go place adding elephant chained wall tourist attraction pure hope people leave reviews like prevent similar ideas
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,temple one buddhist temple think must watch visit please try protect heritage find good parking space easy reach kind vehicle
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,temple divided three parts oldest dates back king modest worked structures second element giant
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,warning chained elephant small slab elephant scrubbed laying side shouted whenever tried move
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,seated statues largest sri lanka often thronged worshippers reaching pass hall horrors full demons sinners depicted
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,quite calm place history went sundae early evening buddhist statue climbed behind famous sculptured hell shows receive hell bad
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,old nudist temple big wooden clock height buddhist statue go top watch view around nice view
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,one oldest famous temples sri lanka famous statues drawings hell papaya gives good demonstration impacts pain particular person go result higher bad activities must visit
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,famous gargantuan seated greet pilgrims temples wonderfully unexpected unsettling feature lies somewhere along way
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,slightly northeast city colombo town buddhist temple known located also statue sculptures represent cruel experiences
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,featuring seated statue feet tall temple situated town mature hell made artwork walls
Wewurukannala Buduraja Maha Viharaya,Matara,2 years ago,temple great place visit calm even announced getting donations sure even used maintain places ruined inside statue
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,white tourists went buddhist respect culture really nice experience highly recommend curious buddhist culture
Wewurukannala Buduraja Maha Viharaya,Matara,2 months ago,say tours always ad visit place
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,well preserved art work grounds need cleaned
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,beautiful temple  see hell aka papaya big buddhist statue another thing
Wewurukannala Buduraja Maha Viharaya,Matara,4 years ago,nice buddhist place
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,old buddhist temple paintings
Wewurukannala Buduraja Maha Viharaya,Matara,5 months ago,commercial place
Wewurukannala Buduraja Maha Viharaya,Matara,a year ago,kindly make donations keep place renovated
Wewurukannala Buduraja Maha Viharaya,Matara,5 years ago,famous gargantuan seated greet pilgrims temples wonderfully unexpected unsettling feature lies somewhere along way
Wewurukannala Buduraja Maha Viharaya,Matara,3 years ago,word famous temple located city far famous locals foreigners
